"CARRER","NOM_CARRER","PRIMER_NUM","ULTIM_NUM","TIPUSNUM","DISTRICTE","SECC_CENS","AEB","BARRI","SECC_EST","DPOSTAL"
"280905","Rialb","0003","0011","1","08","027","162","45","049","08016"
"280905","Rialb","0004","0016","2","08","027","162","45","048","08016"
"281103","Ribagorça","0001","0009","1","05","031","100","25","102","08022"
"281103","Ribagorça","0002","0008","2","05","031","100","25","102","08022"
"281307","Ribes","0001","0015","1","02","001","020","05","245","08013"
"281307","Ribes","0017","0033","1","02","002","020","05","239","08013"
"281307","Ribes","0035","0041","1","02","003","020","05","244","08013"
"281307","Ribes","0043","0043","1","02","004","020","05","240","08013"
"281307","Ribes","0045","0057","1","02","009","020","05","243","08013"
"281307","Ribes","0059B","0059B","1","02","011","021","05","247","08013"
"281307","Ribes","0059","0059","1","02","009","020","05","243","08013"
"281307","Ribes","0061","0105","1","02","013","021","05","249","08013"
"281307","Ribes","0002","0008","2","02","002","020","05","245","08013"
"281307","Ribes","0020","0032","2","02","009","020","05","243","08013"
"281307","Ribes","0034","0046","2","02","011","021","05","247","08013"
"281307","Ribes","0048","0060","2","02","013","021","05","250","08013"
"281409","Ctra Ribes","0001","0051","1","09","033","189","60","103","08030"
"281409","Ctra Ribes","0053","0097","1","09","005","182","57","145","08033"
"281409","Ctra Ribes","0103","0111","1","09","001","182","57","154","08033"
"281409","Ctra Ribes","0531","0615","1","09","033","189","60","103","08030"
"281409","Ctra Ribes","0002","0042","2","09","032","189","60","104","08030"
"281409","Ctra Ribes","0044","0118","2","09","005","182","57","145","08033"
"281409","Ctra Ribes","0120I","0130I","2","09","001","182","57","154","08033"
"281409","Ctra Ribes","0130","0130","2","08","116","181","56","211","08033"
"281409","Ctra Ribes","0132I","0132I","2","09","001","182","57","154","08033"
"281409","Ctra Ribes","0132","0132","2","08","116","181","56","211","08033"
"281409","Ctra Ribes","0134I","0134I","2","09","001","182","57","154","08033"
"281409","Ctra Ribes","0134","0134","2","08","116","181","56","211","08033"
"281409","Ctra Ribes","0136I","0136I","2","09","001","182","57","154","08033"
"281409","Ctra Ribes","0136","0136","2","08","116","181","56","211","08033"
"281409","Ctra Ribes","0138I","0138I","2","09","001","182","57","154","08033"
"281409","Ctra Ribes","0138","0158","2","08","116","181","56","211","08033"
"281409","Ctra Ribes","0290","0296","2","09","005","182","57","145","08033"
"281409","Ctra Ribes","0544","0556","2","09","032","189","60","104","08030"
"281500","Ribelles","0001","0029","1","08","048","166","47","085","08031"
"281500","Ribelles","0031B","0031B","1","08","049","166","47","086","08031"
"281500","Ribelles","0031","0031","1","08","048","166","47","085","08031"
"281500","Ribelles","0033","0049","1","08","049","166","47","086","08031"
"281500","Ribelles","0002B","0020","2","08","048","166","47","085","08031"
"281500","Ribelles","0022","0040","2","08","049","166","47","086","08031"
"281602","Ribera","0001","0007","1","01","044","016","04","027","08003"
"281602","Ribera","0002","0018","2","01","043","016","04","026","08003"
"281704","Ricardo Calvo","0001","0025","1","05","047","103","25","126","08022"
"281704","Ricardo Calvo","0002","0022","2","05","046","103","25","125","08022"
"281806","Ricart","0017","0047","1","03","002","056","11","046","08004"
"281806","Ricart","0053","0063","1","03","005","056","11","056","08004"
"281806","Ricart","0002","0022","2","03","001","056","11","048","08004"
"281806","Ricart","0024","0052","2","03","002","056","11","047","08004"
"281806","Ricart","0054","0062","2","03","005","056","11","056","08004"
"281806","Ricart","0001","0015","1","03","001","056","11","043","08004"
"282004","Riells","0001","0057","1","08","048","166","47","085","08031"
"282004","Riells","0002","0038","2","08","048","166","47","085","08031"
"282106","Riera Alta","0013","0049","1","01","013","005","01","130","08001"
"282106","Riera Alta","0051","0073","1","01","012","005","01","128","08001"
"282106","Riera Alta","0002","0028","2","01","014","006","01","131","08001"
"282106","Riera Alta","0030","0064","2","01","015","006","01","134","08001"
"282208","Riera Baixa","0002B","0026","2","01","019","007","01","114","08001"
"282208","Riera Baixa","0001","0023","1","01","019","007","01","115","08001"
"282252","Rier Blanca","0001","0013","1","04","041","085","20","015","08028"
"282252","Rier Blanca","0015","0019","1","04","042","085","20","016","08028"
"282252","Rier Blanca","0021","0021","1","04","042","085","20","016","08028"
"282252","Rier Blanca","0023","0055","1","03","080","070","17","201","08028"
"282252","Rier Blanca","0057","0067","1","03","077","070","17","198","08028"
"282252","Rier Blanca","0069","0093","1","03","076","070","17","197","08028"
"282252","Rier Blanca","0123","0129","1","03","072","070","17","188","08028"
"282252","Rier Blanca","0131","0143","1","03","071","070","17","187","08028"
"282252","Rier Blanca","0145","0155","1","03","070","070","17","186","08028"
"282252","Rier Blanca","0191","0225","1","03","066","069","16","111","08014"
"282252","Rier Blanca","0227","0239","1","03","064","069","16","109","08014"
"282252","Rier Blanca","0021B","0021B","1","03","080","070","17","201","08028"
"282252","Rier Blanca","0095B","0121","1","03","075","070","17","189","08028"
"282252","Rier Blanca","0157","0189","1","03","069","069","16","112","08014"
"282300","Riera d'Horta","0001","0001","1","09","071","196","61","045","08027"
"282300","Riera d'Horta","0051B","0051B","1","09","076","197","62","064","08027"
"282300","Riera d'Horta","0051","0051","1","09","075","197","62","066","08027"
"282300","Riera d'Horta","0053A","0065","1","09","076","197","62","064","08027"
"282300","Riera d'Horta","0020","0040","2","08","017","160","44","027","08027"
"282300","Riera d'Horta","0042","0058","2","08","015","160","44","026","08027"
"282300","Riera d'Horta","0003","0049","1","09","075","197","62","070","08027"
"282300","Riera d'Horta","0002B","0018","2","08","018","160","44","028","08027"
"282401","Riera Sant Miquel","0001B","0051","1","06","044","125","31","001","08006"
"282401","Riera Sant Miquel","0002","0040","2","06","044","125","31","001","08006"
"282401","Riera Sant Miquel","0042","0076","2","06","043","125","31","005","08006"
"282401","Riera Sant Miquel","0053","0079","1","06","043","125","31","004","08006"
"282503","Riera de Vallcarca","0002","0008","2","06","001","114","28","137","08023"
"282503","Riera de Vallcarca","0001","0023","1","06","001","114","28","137","08023"
"282605","Riereta","0001B","0013","1","01","010","004","01","117","08001"
"282605","Riereta","0015","0023","1","01","008","004","01","117","08001"
"282605","Riereta","0025","0037","1","01","004","002","01","105","08001"
"282605","Riereta","0002","0008","2","01","010","004","01","120","08001"
"282605","Riereta","0030","0034","2","01","004","002","01","103","08001"
"282605","Riereta","0010","0028","2","01","008","004","01","118","08001"
"282650","Av Rio de Janeiro","0001B","0015","1","08","020","161","45","046","08016"
"282650","Av Rio de Janeiro","0027","0031","1","08","029","162","45","046","08016"
"282650","Av Rio de Janeiro","0049","0057","1","08","027","162","45","049","08016"
"282650","Av Rio de Janeiro","0061","0081","1","08","030","162","45","049","08016"
"282650","Av Rio de Janeiro","0103","0129","1","08","094","176","52","142","08016"
"282650","Av Rio de Janeiro","0131","0135","1","08","096","177","52","144","08016"
"282650","Av Rio de Janeiro","0094","0102","2","08","092","176","52","140","08016"
"282650","Av Rio de Janeiro","0104","0118","2","08","095","176","52","143","08016"
"282650","Av Rio de Janeiro","0017","0025","1","08","021","161","45","046","08016"
"282650","Av Rio de Janeiro","0083","0101","1","08","092","176","52","140","08016"
"282650","Av Rio de Janeiro","0002","0092","2","08","029","162","45","046","08016"
"282707","Riu de la Plata","0002","0004","2","06","017","118","29","124","08023"
"282707","Riu de la Plata","0001","0033","1","06","017","118","29","145","08023"
"282809","Riu de l'Or","0001B","0017","1","05","017","096","23","154","08034"
"282809","Riu de l'Or","0019","0039","1","05","014","096","23","157","08034"
"282809","Riu de l'Or","0002","0008","2","05","017","096","23","154","08034"
"282809","Riu de l'Or","0018","0038","2","05","014","096","23","157","08034"
"282809","Riu de l'Or","0010","0016","2","05","016","096","23","151","08034"
"283007","Ríos Rosas","0001","0067","1","05","087","111","27","067","08006"
"283007","Ríos Rosas","0002","0042","2","05","086","111","27","068","08006"
"283007","Ríos Rosas","0044","0050","2","05","087","111","27","064","08006"
"283109","Ripoll","0021","0027","1","01","023","009","02","068","08002"
"283109","Ripoll","0012","0022","2","01","023","009","02","062","08002"
"283200","Ripollès","0001","0013","1","10","023","204","64","153","08026"
"283200","Ripollès","0015","0041","1","10","024","204","64","148","08026"
"283200","Ripollès","0043","0069","1","10","002","201","64","144","08026"
"283200","Ripollès","0071","0101","1","10","001","201","64","145","08026"
"283200","Ripollès","0002","0014","2","10","023","204","64","153","08026"
"283200","Ripollès","0016","0034","2","10","024","204","64","148","08026"
"283200","Ripollès","0036","0070","2","10","002","201","64","146","08026"
"283200","Ripollès","0072","0098","2","10","001","201","64","146","08026"
"283302","Ripollet","0001","0009","1","08","108","179","54","195","08033"
"283302","Ripollet","0002","0026","2","08","108","179","54","195","08033"
"283404","Rita Bonnat","0001","0013","1","04","018","079","19","050","08029"
"283404","Rita Bonnat","0002","0010","2","04","018","079","19","051","08029"
"283506","Ritme","0001","0007","1","07","097","151","40","202","08035"
"283506","Ritme","0002","0006","2","07","097","151","40","202","08035"
"283608","Riudarenes","0001","0009","1","01","027","010","02","082","08002"
"283608","Riudarenes","0002","0008","2","01","027","010","02","082","08002"
"283801","Riudecanyes","0001","0061","1","08","108","179","54","195","08033"
"283801","Riudecanyes","0002","0028","2","08","108","179","54","167","08033"
"283801","Riudecanyes","0030","0062","2","08","067","170","50","167","08033"
"283903","Riudoms","0001","0025","1","03","025","060","12","063","08038"
"283903","Riudoms","0002","0034","2","03","025","060","12","063","08038"
"284101","Av Rius i Taulet","0001B","0005","1","03","005","056","11","055","08004"
"284101","Av Rius i Taulet","0007","0017","1","03","024","059","11","057","08004"
"284101","Av Rius i Taulet","0002","0002","2","03","004","056","11","057","08004"
"284101","Av Rius i Taulet","0004","0012","2","03","024","059","11","057","08004"
"284305","Pl Vila de Gràcia","0001","0013","1","06","047","126","31","008","08012"
"284305","Pl Vila de Gràcia","0015","0019","1","06","048","126","31","007","08012"
"284305","Pl Vila de Gràcia","0002","0014","2","06","047","126","31","008","08012"
"284305","Pl Vila de Gràcia","0016","0020","2","06","048","126","31","007","08012"
"284407","Rivadeneyra","0001","0003","1","01","022","009","02","063","08002"
"284407","Rivadeneyra","0002","0006","2","01","022","009","02","063","08002"
"284509","Bda Rivero","0001","0015","1","07","114","155","43","170","08032"
"284509","Bda Rivero","0002","0012","2","07","114","155","43","170","08032"
"284600","Rivero","0001","0005","1","07","115","155","43","170","08032"
"284600","Rivero","0007B","0049","1","07","114","155","43","170","08032"
"284600","Rivero","0051","0075","1","07","112","155","43","167","08032"
"284600","Rivero","0002","0002","2","07","115","155","43","167","08032"
"284600","Rivero","0004","0074","2","07","114","155","43","167","08032"
"284600","Rivero","0078","0078","2","07","112","155","43","167","08032"
"284804","Robador","0001","0055","1","01","006","003","01","110","08001"
"284804","Robador","0002","0036","2","01","007","003","01","116","08001"
"284950","Robert Gerhard","0001","0005","1","04","050","088","21","073","08034"
"284950","Robert Gerhard","0002","0004","2","04","050","088","21","073","08034"
"285002","Sabino Arana","0001","0033","1","04","049","087","20","008","08028"
"285002","Sabino Arana","0002","0060","2","04","049","087","20","009","08028"
"285104","Robrenyo","0001","0009","1","03","110","076","18","150","08014"
"285104","Robrenyo","0011","0073","1","03","112","076","18","150","08014"
"285104","Robrenyo","0075","0127","1","03","113","076","18","147","08029"
"285104","Robrenyo","0002","0078","2","03","111","076","18","152","08014"
"285104","Robrenyo","0088","0130","2","03","113","076","18","147","08029"
"285206","Roca","0001","0031","1","01","028","011","02","066","08002"
"285206","Roca","0002","0036","2","01","028","011","02","066","08002"
"285501","Roca i Batlle","0001","0009","1","05","097","113","27","094","08023"
"285501","Roca i Batlle","0011","0037","1","05","092","112","27","086","08023"
"285501","Roca i Batlle","0002","0034","2","05","097","113","27","090","08023"
"285603","Rocabertí","0001","0013","1","05","012","095","23","163","08017"
"285603","Rocabertí","0002","0012","2","05","012","095","23","163","08017"
"285705","Rocabruna","0001","0019","1","08","048","166","47","085","08031"
"285705","Rocabruna","0006","0020","2","08","048","166","47","085","08031"
"285807","Rocafort","0001","0033","1","02","155","051","10","014","08015"
"285807","Rocafort","0035","0059","1","02","153","051","10","018","08015"
"285807","Rocafort","0061","0077","1","02","152","051","10","025","08015"
"285807","Rocafort","0079","0101","1","02","146","050","09","074","08015"
"285807","Rocafort","0103","0145","1","02","147","050","09","073","08015"
"285807","Rocafort","0147","0165","1","02","135","047","09","086","08015"
"285807","Rocafort","0167","0179","1","02","136","047","09","085","08015"
"285807","Rocafort","0185","0203","1","02","128","046","09","140","08029"
"285807","Rocafort","0205","0227","1","02","127","046","09","143","08029"
"285807","Rocafort","0229","0243","1","02","124","046","09","144","08029"
"285807","Rocafort","0245","0263","1","02","125","046","09","147","08029"
"285807","Rocafort","0265","0269","1","02","112","044","09","148","08029"
"285807","Rocafort","0002","0018","2","02","156","051","10","013","08015"
"285807","Rocafort","0020B","0020B","2","02","157","051","10","015","08015"
"285807","Rocafort","0020","0020","2","02","156","051","10","013","08015"
"285807","Rocafort","0022","0030","2","02","157","051","10","015","08015"
"285807","Rocafort","0032","0048","2","02","158","052","10","017","08015"
"285807","Rocafort","0050","0070","2","02","159","052","10","026","08015"
"285807","Rocafort","0072","0088","2","02","145","049","09","069","08015"
"285807","Rocafort","0090","0110","2","02","142","049","09","070","08015"
"285807","Rocafort","0112","0130","2","02","141","048","09","071","08015"
"285807","Rocafort","0132","0156","2","02","137","048","09","087","08015"
"285807","Rocafort","0168","0186","2","02","122","045","09","093","08029"
"285807","Rocafort","0188","0208","2","02","123","045","09","139","08029"
"285807","Rocafort","0210","0236","2","02","114","044","09","138","08029"
"285807","Rocafort","0238","0248","2","02","113","044","09","137","08029"
"285807","Rocafort","0250","0260","2","02","112","044","09","148","08029"
"285807","Rocafort","0158","0166","2","02","121","045","09","092","08029"
"285909","Roine","0002","0024","2","09","021","186","60","123","08030"
"285909","Roine","0026","0032","2","09","022","186","60","123","08030"
"285909","Roine","0001","0031","1","09","021","186","60","123","08030"
"286005","Rodes","0001","0005","1","10","081","219","70","075","08019"
"286005","Rodes","0007","0009","1","10","082","219","70","078","08019"
"286005","Rodes","0002B","0002B","2","10","081","219","70","075","08019"
"286005","Rodes","0002","0008","2","10","082","219","70","078","08019"
"286107","Rodríguez","0002","0010","2","03","084","071","17","208","08028"
"286107","Rodríguez","0001B","0009","1","03","084","071","17","208","08028"
"286209","Rodrigo Caro","0001","0065","1","08","065","170","50","187","08042"
"286209","Rodrigo Caro","0002","0074","2","08","065","170","50","187","08042"
"286300","Rogent","0001","0019","1","10","018","203","64","110","08026"
"286300","Rogent","0021","0051","1","10","014","203","64","118","08026"
"286300","Rogent","0002","0028","2","10","025","204","64","158","08026"
"286300","Rogent","0030","0062","2","10","019","204","64","156","08026"
"286300","Rogent","0064","0092","2","10","020","204","64","155","08026"
"286300","Rogent","0094B","0094B","2","10","021","204","64","152","08026"
"286300","Rogent","0094","0094","2","10","020","204","64","155","08026"
"286300","Rogent","0096","0124","2","10","021","204","64","152","08026"
"286300","Rogent","0053","0087","1","10","013","203","64","124","08026"
"286300","Rogent","0126","0140","2","10","022","204","64","151","08026"
"286402","Roger","0001","0003","1","03","081","071","17","204","08028"
"286402","Roger","0005","0037","1","03","082","071","17","204","08028"
"286402","Roger","0039","0069","1","03","085","071","17","210","08028"
"286402","Roger","0002","0010","2","03","081","071","17","203","08028"
"286402","Roger","0012","0022","2","03","082","071","17","204","08028"
"286402","Roger","0024","0040","2","03","083","071","17","207","08028"
"286402","Roger","0042","0074","2","03","084","071","17","209","08028"
"286504","Roger de Flor","0039","0055","1","02","001","020","05","230","08013"
"286504","Roger de Flor","0057","0097","1","02","006","020","05","231","08013"
"286504","Roger de Flor","0099","0107","1","02","007","020","05","235","08013"
"286504","Roger de Flor","0129","0145","1","02","067","030","07","216","08013"
"286504","Roger de Flor","0147","0163","1","02","066","030","07","211","08013"
"286504","Roger de Flor","0165","0175","1","02","061","029","07","180","08013"
"286504","Roger de Flor","0201","0219","1","02","055","028","07","175","08025"
"286504","Roger de Flor","0221","0239","1","06","069","131","32","029","08025"
"286504","Roger de Flor","0241B","0261","1","06","068","131","32","028","08025"
"286504","Roger de Flor","0287","0303","1","06","065","131","32","034","08037"
"286504","Roger de Flor","0002","0016","2","10","047","209","66","008","08018"
"286504","Roger de Flor","0018","0036","2","10","046","209","66","001","08018"
"286504","Roger de Flor","0074","0090","2","02","002","020","05","232","08013"
"286504","Roger de Flor","0092","0108","2","02","005","020","05","233","08013"
"286504","Roger de Flor","0110","0128","2","02","007","020","05","236","08013"
"286504","Roger de Flor","0146I","0164","2","02","067","030","07","213","08013"
"286504","Roger de Flor","0166","0184","2","02","066","030","07","212","08013"
"286504","Roger de Flor","0186","0208","2","02","061","029","07","179","08013"
"286504","Roger de Flor","0226","0246","2","02","055","028","07","176","08025"
"286504","Roger de Flor","0248","0288","2","06","070","131","32","030","08025"
"286504","Roger de Flor","0316","0338","2","06","066","131","32","035","08025"
"286504","Roger de Flor","0001","0037","1","01","055","019","04","039","08018"
"286504","Roger de Flor","0109","0127","1","02","068","030","07","215","08013"
"286504","Roger de Flor","0177","0199","1","02","056","028","07","177","08013"
"286504","Roger de Flor","0263","0285","1","06","067","131","32","033","08025"
"286504","Roger de Flor","0038","0072","2","02","001","020","05","245","08018"
"286504","Roger de Flor","0130","0144","2","02","068","030","07","214","08013"
"286504","Roger de Flor","0210","0224","2","02","056","028","07","178","08013"
"286504","Roger de Flor","0290","0314","2","06","067","131","32","032","08025"
"286606","Ptge Roger de Flor","0001","0019","1","02","055","028","07","176","08025"
"286606","Ptge Roger de Flor","0002","0016","2","02","055","028","07","176","08025"
"286708","Roig","0001B","0025","1","01","019","007","01","114","08001"
"286708","Roig","0002","0038","2","01","019","007","01","113","08001"
"286800","Roig i Solé","0001","0031","1","07","095","151","40","196","08035"
"286800","Roig i Solé","0002","0018","2","07","095","151","40","196","08035"
"286901","Roís de Corella","0001","0015","1","10","085","220","70","085","08019"
"286901","Roís de Corella","0002","0016","2","10","085","220","70","085","08019"
"287201","Av Roma","0001","0047","1","02","129","046","09","142","08029"
"287201","Av Roma","0049","0053","1","02","128","046","09","140","08029"
"287201","Av Roma","0055E","0111","1","02","121","045","09","092","08029"
"287201","Av Roma","0113","0131","1","02","100","041","08","099","08011"
"287201","Av Roma","0133","0149","1","02","099","041","08","100","08011"
"287201","Av Roma","0151","0159","1","02","098","041","08","104","08011"
"287201","Av Roma","0002","0004","2","03","048","066","15","145","08014"
"287201","Av Roma","0006","0016","2","02","130","047","09","080","08015"
"287201","Av Roma","0018","0030","2","02","133","047","09","081","08015"
"287201","Av Roma","0032","0048","2","02","134","047","09","084","08015"
"287201","Av Roma","0050","0068","2","02","136","047","09","085","08015"
"287201","Av Roma","0070","0090","2","02","137","048","09","088","08015"
"287201","Av Roma","0092S","0092S","2","02","138","048","09","089","08015"
"287201","Av Roma","0092","0092","2","02","137","048","09","088","08015"
"287201","Av Roma","0094","0112","2","02","138","048","09","090","08015"
"287201","Av Roma","0114","0130","2","02","139","048","09","090","08015"
"287201","Av Roma","0132","0152","2","02","097","040","08","099","08011"
"287303","Roma","0001","0007","1","05","097","113","27","090","08023"
"287303","Roma","0002","0032","2","05","097","113","27","090","08023"
"287405","Román Macaya","0001","0027","1","05","033","101","25","100","08022"
"287405","Román Macaya","0002","0006","2","05","033","101","25","100","08022"
"287405","Román Macaya","0008","0026","2","05","034","101","25","099","08022"
"287507","Romaní","0001","0017","1","08","070","171","50","173","08042"
"287507","Romaní","0002","0020","2","08","070","171","50","170","08042"
"287609","Romans","0001","0015","1","06","080","133","32","050","08025"
"287609","Romans","0017","0041","1","06","078","133","32","051","08025"
"287609","Romans","0002","0020","2","06","080","133","32","049","08025"
"287609","Romans","0022","0050","2","06","078","133","32","049","08025"
"287700","Romaninar","0001","0021","1","05","003","092","22","182","08017"
"287700","Romaninar","0002","0016","2","05","003","092","22","182","08017"
"287755","Romeu","0001","0001","1","07","089","150","39","194","08035"
"287755","Romeu","0002","0002","2","07","089","150","39","194","08035"
"287802","Ptge Ròmul Bosch","0001B","0011","1","06","057","129","31","013","08012"
"287802","Ptge Ròmul Bosch","0002","0006","2","06","057","129","31","013","08012"
"287868","Ptge Gatell","0001","0009","1","05","001","091","22","183","08017"
"287868","Ptge Gatell","0002","0008","2","05","001","091","22","183","08017"
"287904","Roquetes","0001","0007","1","09","023","186","60","122","08030"
"287904","Roquetes","0009","0009","1","09","017","186","60","121","08030"
"287904","Roquetes","0002","0018","2","09","023","186","60","122","08030"
"287904","Roquetes","0020","0020","2","09","017","186","60","121","08030"
"288000","Ptge Ros","0001","0017","1","07","062","147","37","126","08032"
"288000","Ptge Ros","0002","0016","2","07","062","147","37","126","08032"
"288102","Ros de Olano","0001","0017","1","06","049","127","31","082","08012"
"288102","Ros de Olano","0019","0041","1","06","050","127","31","081","08012"
"288102","Ros de Olano","0002","0012","2","06","049","127","31","083","08012"
"288102","Ros de Olano","0014","0052","2","06","050","127","31","081","08012"
"288204","Rosa","0001","0005","1","01","031","012","02","084","08002"
"288204","Rosa","0002","0006","2","01","031","012","02","084","08002"
"288408","Roser","0001","0039","1","03","015","057","11","012","08004"
"288408","Roser","0041","0087","1","03","017","057","11","010","08004"
"288408","Roser","0089","0109","1","03","023","059","11","010","08004"
"288408","Roser","0002","0036","2","03","015","057","11","015","08004"
"288408","Roser","0038","0080","2","03","014","057","11","016","08004"
"288408","Roser","0082","0100","2","03","023","059","11","017","08004"
"288500","Ptge Roserar","0001","0023","1","05","006","094","23","155","08034"
"288500","Ptge Roserar","0002","0018","2","05","006","094","23","156","08034"
"288601","Rosales","0001","0005","1","05","029","099","24","136","08017"
"288601","Rosales","0007","0037","1","05","030","099","24","137","08017"
"288601","Rosales","0002","0010","2","05","029","099","24","136","08017"
"288703","Rosalía de Castro","0001","0017","1","07","005","135","33","005","08025"
"288703","Rosalía de Castro","0019","0041","1","07","010","136","33","018","08025"
"288703","Rosalía de Castro","0043","0067","1","07","012","136","33","016","08025"
"288703","Rosalía de Castro","0002","0018","2","07","005","135","33","005","08025"
"288703","Rosalía de Castro","0020","0038","2","07","010","136","33","019","08025"
"288703","Rosalía de Castro","0040B","0054","2","07","011","136","33","020","08025"
"288805","Rosari","0001","0011","1","05","023","098","24","142","08017"
"288805","Rosari","0013","0043","1","05","024","098","24","143","08017"
"288805","Rosari","0045","0057","1","05","025","099","24","139","08017"
"288805","Rosari","0002","0016","2","05","023","098","24","141","08017"
"288805","Rosari","0018","0046","2","05","024","098","24","145","08017"
"288805","Rosari","0048","0054","2","05","025","099","24","139","08017"
"288907","Vila de Roses","0001","0021","1","06","009","116","28","190","08035"
"288907","Vila de Roses","0002","0014","2","06","009","116","28","190","08035"
"289105","Rosselló","0001","0039","1","02","126","046","09","145","08029"
"289105","Rosselló","0041","0059","1","02","124","046","09","144","08029"
"289105","Rosselló","0061","0099","1","02","114","044","09","138","08029"
"289105","Rosselló","0101","0139","1","02","110","044","09","133","08029"
"289105","Rosselló","0141","0159","1","02","103","042","08","130","08036"
"289105","Rosselló","0161","0173","1","02","102","042","08","126","08036"
"289105","Rosselló","0189","0219","1","02","084","037","08","122","08036"
"289105","Rosselló","0221","0261","1","02","083","036","07","162","08008"
"289105","Rosselló","0263","0279","1","02","082","036","07","165","08008"
"289105","Rosselló","0281B","0281B","1","02","059","028","07","167","08037"
"289105","Rosselló","0281","0281","1","02","082","036","07","165","08008"
"289105","Rosselló","0309","0337","1","02","058","028","07","171","08037"
"289105","Rosselló","0339","0351","1","06","069","131","32","029","08037"
"289105","Rosselló","0353","0371","1","06","070","131","32","030","08025"
"289105","Rosselló","0373","0415","1","06","072","132","32","039","08025"
"289105","Rosselló","0435","0453","1","02","047","026","06","303","08025"
"289105","Rosselló","0455","0495","1","02","036","025","06","299","08025"
"289105","Rosselló","0497","0513","1","02","037","025","06","315","08025"
"289105","Rosselló","0515","0515","1","02","038","025","06","315","08025"
"289105","Rosselló","0537","0569","1","10","013","203","64","125","08026"
"289105","Rosselló","0002","0026","2","02","127","046","09","143","08029"
"289105","Rosselló","0028","0046","2","02","123","045","09","139","08029"
"289105","Rosselló","0048","0066","2","02","115","045","09","134","08029"
"289105","Rosselló","0090","0106","2","02","117","045","09","132","08029"
"289105","Rosselló","0108","0122","2","02","103","042","08","131","08036"
"289105","Rosselló","0124","0142","2","02","102","042","08","125","08036"
"289105","Rosselló","0144","0160","2","02","087","037","08","124","08036"
"289105","Rosselló","0162","0198","2","02","084","037","08","123","08036"
"289105","Rosselló","0236","0258","2","02","082","036","07","165","08008"
"289105","Rosselló","0260","0294B","2","02","060","028","07","169","08037"
"289105","Rosselló","0294C","0294C","2","02","057","028","07","173","08037"
"289105","Rosselló","0294","0294","2","02","060","028","07","170","08037"
"289105","Rosselló","0308","0338","2","02","055","028","07","175","08037"
"289105","Rosselló","0340","0374","2","02","054","027","06","295","08025"
"289105","Rosselló","0376","0414","2","02","049","027","06","297","08025"
"289105","Rosselló","0416","0438","2","02","035","025","06","285","08025"
"289105","Rosselló","0460","0478","2","02","033","025","06","283","08025"
"289105","Rosselló","0480","0496","2","02","038","025","06","282","08025"
"289105","Rosselló","0498","0538","2","10","012","203","64","122","08025"
"289105","Rosselló","0540","0560","2","10","013","203","64","124","08026"
"289105","Rosselló","0175","0187","1","02","087","037","08","121","08036"
"289105","Rosselló","0283B","0307","1","02","059","028","07","167","08037"
"289105","Rosselló","0440B","0458","2","02","034","025","06","284","08025"
"289105","Rosselló","0296","0306","2","02","057","028","07","173","08037"
"289105","Rosselló","0200","0234","2","02","083","036","07","163","08008"
"289105","Rosselló","0417","0433","1","02","048","026","06","304","08025"
"289105","Rosselló","0517","0519","1","10","011","202","64","128","08025"
"289105","Rosselló","0068","0088","2","02","116","045","09","133","08029"
"289207","Rossend Arús","0037","0057","1","03","060","068","16","129","08014"
"289207","Rossend Arús","0002","0046","2","03","101","074","18","127","08014"
"289207","Rossend Arús","0048","0082","2","03","060","068","16","128","08014"
"289207","Rossend Arús","0001","0035","1","03","102","074","18","126","08014"
"289309","Rossend Nobas","0002","0020","2","10","038","207","65","107","08018"
"289309","Rossend Nobas","0001","0039","1","10","038","207","65","107","08018"
"289400","Rosés","0001","0023","1","03","093","072","18","170","08028"
"289400","Rosés","0025","0057","1","03","092","072","18","171","08028"
"289400","Rosés","0059","0071","1","03","089","072","18","164","08028"
"289400","Rosés","0002","0028","2","03","093","072","18","172","08028"
"289400","Rosés","0030","0056","2","03","092","072","18","163","08028"
"289400","Rosés","0058","0068","2","03","089","072","18","163","08028"
"289604","Pl Can Rosés","0001","0001","1","04","022","080","19","058","08029"
"289604","Pl Can Rosés","0002","0002","2","04","022","080","19","058","08029"
"289706","Rosic","0001B","0003","1","01","046","016","04","031","08003"
"289706","Rosic","0005","0007","1","01","045","016","04","032","08003"
"289706","Rosic","0006","0006","2","01","045","016","04","031","08003"
"289706","Rosic","0002B","0004","2","01","046","016","04","031","08003"
"289808","Rossell","0001","0027","1","07","086","149","38","220","08035"
"289808","Rossell","0002","0012","2","07","087","149","38","219","08035"
"289852","Rosselló i Porcel","0001","0021","1","08","029","162","45","046","08016"
"289852","Rosselló i Porcel","0002","0020","2","08","029","162","45","046","08016"
"289900","Josep Roura","0001","0043","1","05","032","100","25","101","08017"
"289900","Josep Roura","0002","0050","2","05","032","100","25","101","08017"
"290002","Ptge Roura","0001","0027","1","10","010","202","64","135","08026"
"290002","Ptge Roura","0002","0032","2","10","010","202","64","136","08026"
"290104","Ptge Rovira","0001","0027","1","10","070","215","68","048","08005"
"290104","Ptge Rovira","0002","0026","2","10","070","215","68","048","08005"
"290159","Rovira i Virgili","0001","0017","1","09","060","193","61","038","08027"
"290159","Rovira i Virgili","0002","0010","2","09","052","192","60","076","08030"
"290159","Rovira i Virgili","0012","0014","2","09","053","192","60","038","08030"
